dependency,repo
slevithan/regex,wighawag/hardhat-deploy
sindresorhus/slash,wighawag/hardhat-deploy
isaacs/rimraf,wighawag/hardhat-deploy
definitelytyped/definitelytyped,wighawag/hardhat-deploy
changesets/changesets,wighawag/hardhat-deploy
prettier/prettier,wighawag/hardhat-deploy
vuejs/vitepress,wighawag/hardhat-deploy
jamiemason/syncpack,wighawag/hardhat-deploy
prettier-solidity/prettier-plugin-solidity,wighawag/hardhat-deploy
colinhacks/zod,wighawag/hardhat-deploy
jeffbski/wait-on,wighawag/hardhat-deploy
microsoft/typescript,wighawag/hardhat-deploy
l2beat/earl,wighawag/hardhat-deploy
openzeppelin/openzeppelin-contracts,wighawag/hardhat-deploy
nomicfoundation/hardhat,wighawag/hardhat-deploy
privatenumber/tsx,wighawag/hardhat-deploy
